  0.00000000   0.00000000   0.00000000
  0.12500000   0.00000000   0.00000000
  0.25000000   0.00000000   0.00000000
  0.37500000   0.00000000   0.00000000
  0.50000000   0.00000000   0.00000000
  0.62500000   0.00000000   0.00000000
  0.75000000   0.00000000   0.00000000
  0.87500000   0.00000000   0.00000000
  1.00000000   0.00000000   0.00000000

  0.00000000   0.12500000   0.00000000
  0.12500000   0.12500000   0.01030982
  0.25000000   0.12500000   0.01905006
  0.37500000   0.12500000   0.02489010
  0.50000000   0.12500000   0.02694085
  0.62500000   0.12500000   0.02489010
  0.75000000   0.12500000   0.01905006
  0.87500000   0.12500000   0.01030982
  1.00000000   0.12500000   0.00000000

  0.00000000   0.25000000   0.00000000
  0.12500000   0.25000000   0.01905006
  0.25000000   0.25000000   0.03519991
  0.37500000   0.25000000   0.04599090
  0.50000000   0.25000000   0.04978020
  0.62500000   0.25000000   0.04599090
  0.75000000   0.25000000   0.03519991
  0.87500000   0.25000000   0.01905006
  1.00000000   0.25000000   0.00000000

  0.00000000   0.37500000   0.00000000
  0.12500000   0.37500000   0.02489010
  0.25000000   0.37500000   0.04599090
  0.37500000   0.37500000   0.06009001
  0.50000000   0.37500000   0.06504096
  0.62500000   0.37500000   0.06009001
  0.75000000   0.37500000   0.04599090
  0.87500000   0.37500000   0.02489010
  1.00000000   0.37500000   0.00000000

  0.00000000   0.50000000   0.00000000
  0.12500000   0.50000000   0.02694085
  0.25000000   0.50000000   0.04978020
  0.37500000   0.50000000   0.06504096
  0.50000000   0.50000000   0.07039983
  0.62500000   0.50000000   0.06504096
  0.75000000   0.50000000   0.04978020
  0.87500000   0.50000000   0.02694085
  1.00000000   0.50000000   0.00000000

  0.00000000   0.62500000   0.00000000
  0.12500000   0.62500000   0.02489010
  0.25000000   0.62500000   0.04599090
  0.37500000   0.62500000   0.06009001
  0.50000000   0.62500000   0.06504096
  0.62500000   0.62500000   0.06009001
  0.75000000   0.62500000   0.04599090
  0.87500000   0.62500000   0.02489010
  1.00000000   0.62500000   0.00000000

  0.00000000   0.75000000   0.00000000
  0.12500000   0.75000000   0.01905006
  0.25000000   0.75000000   0.03519991
  0.37500000   0.75000000   0.04599090
  0.50000000   0.75000000   0.04978020
  0.62500000   0.75000000   0.04599090
  0.75000000   0.75000000   0.03519991
  0.87500000   0.75000000   0.01905006
  1.00000000   0.75000000   0.00000000

  0.00000000   0.87500000   0.00000000
  0.12500000   0.87500000   0.01030982
  0.25000000   0.87500000   0.01905006
  0.37500000   0.87500000   0.02489010
  0.50000000   0.87500000   0.02694085
  0.62500000   0.87500000   0.02489010
  0.75000000   0.87500000   0.01905006
  0.87500000   0.87500000   0.01030982
  1.00000000   0.87500000   0.00000000

  0.00000000   1.00000000   0.00000000
  0.12500000   1.00000000   0.00000000
  0.25000000   1.00000000   0.00000000
  0.37500000   1.00000000   0.00000000
  0.50000000   1.00000000   0.00000000
  0.62500000   1.00000000   0.00000000
  0.75000000   1.00000000   0.00000000
  0.87500000   1.00000000   0.00000000
  1.00000000   1.00000000   0.00000000

